txn_datetime,txn_month,txn_year,user_id,win_amount,win_count,deposit_amount,deposit_count,total_unique_players,table_count,game_played_count,wager_amount,wager_rejoin_amount,partner_wager_amount,partner_rake_amount,partner_won_amount,other_cost,rake_amount,rejoin_rake_amount,cash_as_bonus,bonus_as_bonus,rc_cash_as_bonus,rc_bonus_as_bonus,withdrawal_amount,withdrawal_count,cg_wager_amount,cg_wager_count,cg_wager_refund,cg_wager_refund_count,cg_winning_amount,cg_won_count,cg_bonus_amount,cg_bonus_count,Platform_fee,Platform_fee_count,first_time_depositdate,DEPOSIT_TYPE,mg_wager_amount,mg_wager_count,mg_wager_refund,mg_wager_refund_count,mg_winning_amount,mg_won_count,mg_platform_fee,Withdrawal_Balance,ante_wgr_amount,ante_wgr_count,call_wgr_amount,call_wgr_count,ante_wgr_refund_amount,ante_wgr_refund_count,call_wgr_refund_amount,call_wgr_refund_count,ante_win_amount,ante_won_count,call_win_amount,call_won_count,casino_holdem_platform_fee,casino_holdem_platform_count,one_day_teen_patti_wgr_amount,one_day_teen_patti_wgr_count,one_day_teen_patti_wgr_refund_amount,one_day_teen_patti_wgr_refund_count,one_day_teen_patti_won_amount,one_day_teen_patti_won_count,one_day_teen_patti_platform_fee,one_day_teen_patti_platform_count,session_count,session_time_in_minutes
4/18/2024,8,2024,1E+11,17,25,3457,1,2,8,303,1743,432,662,2713,1697,4126,3744,4910,1902,445,882,1858,4416,1853,2223,1867,3616,248,3354,2220,3916,1650,4937,4061,4600,3950,3054,2546,2514,615,4422,4693,4581,2856,3052,2336,2089,1962,418,2830,3709,2183,4153,1329,1244,131,3066,279,4736,343,3070,2616,4633,2365,566,405,5,32
8/13/2024,6,2024,1E+11,86,17,3154,14,1,2,1486,4938,2621,959,3627,4870,4413,1773,112,569,702,4625,3010,2289,3463,4659,488,1923,207,4682,1814,2091,248,828,3807,2523,1343,586,192,1832,2244,3807,3497,2452,577,1092,2009,2446,4501,489,1031,3987,1921,2499,2949,3886,2432,4326,42,1102,3384,2897,2312,1209,1761,654,1259,17,174
3/6/2024,8,2024,1E+11,892,15,3585,18,3,14,1480,615,3050,639,8,231,3742,142,4598,433,3154,1182,4025,4800,4044,109,2607,749,776,4282,3210,820,2647,2891,3879,4429,3397,1130,1457,3369,1253,250,2405,128,1776,4853,1151,729,1197,900,789,3397,752,1998,3674,1133,3230,2880,1673,3261,1089,528,4076,3726,3916,4182,1559,19,111
6/8/2024,7,2024,1E+11,612,2,230,7,4,5,4818,2988,1390,3237,1575,217,802,4893,1513,4379,98,662,4036,3872,342,3685,1814,4750,3375,177,2431,3391,1026,391,1234,1933,2071,2697,20,175,2169,838,3515,1259,1324,1630,1881,3618,4191,2451,1587,3881,3186,3854,3078,452,1328,3333,161,4881,4234,2099,748,2150,4518,3826,185,10,148
2/29/2024,4,2024,1E+11,940,10,1712,7,4,4,608,63,2949,1481,4550,735,3877,1876,4318,4762,1980,1081,1960,1435,1518,3618,4564,326,836,4185,950,4525,848,518,1061,1543,2658,1182,4783,4795,2670,4350,3475,4439,565,4684,3902,1184,4051,2337,3473,288,2572,4644,2993,4171,2159,1773,3148,4893,2322,954,2432,65,22,3095,274,6,85
6/29/2024,6,2024,1E+11,269,17,1251,18,3,3,1335,2921,2927,4102,3640,1370,3974,3001,2235,1225,3749,3422,994,120,4948,762,2665,140,2013,4258,3884,2351,84,1994,863,2321,20,3750,4107,857,2138,994,1813,246,50,1709,4118,1131,2358,1813,2706,2424,2437,4432,3396,581,1343,382,769,3210,2549,3033,228,129,3348,4792,4950,10,182
3/29/2024,8,2024,1E+11,126,31,3858,14,3,1,2197,3410,2856,3860,4810,4518,1820,3415,4128,3977,2437,1745,4204,4271,4364,4979,2253,1061,1343,4068,1920,105,4837,2647,1406,997,1310,3985,693,4531,896,3933,1086,3070,1450,3853,2915,2383,341,2541,1434,4828,4459,4220,1369,4349,2726,4419,1879,1340,408,3995,3365,856,4357,4874,1796,9,19
7/23/2024,8,2024,1E+11,607,3,4279,0,2,5,873,4647,3635,2997,2059,4383,4239,4468,1068,4063,3654,4710,2660,431,2727,3236,3302,3320,1281,2800,1999,4516,1971,1224,2660,3211,1831,294,693,3904,422,4828,4238,2890,3716,546,4066,312,3923,4601,748,3296,4261,2703,737,1319,54,3171,3033,1820,3413,2869,4770,3790,2281,1940,1361,10,47
9/23/2024,11,2024,1E+11,598,38,2393,6,4,3,362,4156,4970,4722,1843,2180,4862,1008,3178,4012,2190,2166,1425,313,3904,3518,1331,2014,614,1263,2629,3059,3143,133,2551,408,3557,2684,3482,1822,3400,2775,2928,1208,586,640,1480,3857,2055,3808,4962,4591,4085,1299,427,1230,237,2237,3685,4496,3117,2518,47,2241,621,1237,837,5,160
12/8/2024,2,2024,1E+11,284,45,4204,13,1,12,677,2401,4681,2419,3396,3400,2196,4662,3780,4950,2940,2786,1510,1808,1429,3307,2481,2702,1806,3280,396,4737,4720,3179,2458,4100,2818,4021,1625,121,3954,3236,4461,2738,1984,4966,1064,527,3792,2897,2025,4027,1575,883,2661,1222,1958,3053,3310,222,1301,969,2014,4864,395,190,373,13,136
5/29/2024,12,2024,1E+11,581,37,2426,10,2,9,3075,3759,3274,2482,3614,3332,849,3711,4271,3243,3807,3769,771,3785,4343,734,2105,15,3171,1660,4753,2304,3738,3134,82,4997,3935,3379,4624,2856,3310,3544,1251,429,2059,2402,1396,1894,3096,4697,723,2584,3855,231,287,3563,4357,164,4721,3572,1308,4366,1695,2133,370,2177,576,14,13
6/3/2024,6,2024,1E+11,926,48,4165,0,3,9,623,2235,1190,3105,169,194,2699,1,2691,4436,1721,4969,3943,2172,230,1455,2648,2538,3468,4749,755,2816,41,1894,1189,920,3548,2162,2660,1251,4163,2927,3759,3434,2677,3120,1095,887,2673,2198,192,1301,1699,787,3216,3790,4586,1983,3262,2466,4194,320,4529,4405,573,2150,4905,4,181
9/30/2024,10,2024,1E+11,448,40,1692,17,2,12,2585,1218,4709,2633,3527,3796,1236,3730,3396,4527,1039,262,1474,3947,2751,3448,2134,2594,2927,1100,1929,2975,1276,679,591,4766,3877,4407,3283,3890,2319,891,810,3225,44,838,3683,681,4902,2017,858,250,1994,2842,2416,260,267,3073,2182,3231,3532,873,2059,4817,1916,2360,4399,19,68
10/3/2024,2,2024,1E+11,600,7,2614,10,1,12,3538,4389,3538,3196,3747,2747,1085,775,222,1527,562,503,323,4930,646,4135,3755,3743,4947,3233,2641,1262,2692,336,3111,2612,1188,765,3142,4096,2397,3261,4290,1389,1290,4836,4410,2828,64,4147,1438,2621,4959,4851,1113,3181,769,984,3437,3565,2296,3960,2524,4910,439,2163,379,9,81
9/18/2024,11,2024,1E+11,854,6,3309,6,2,9,1692,4331,2755,4208,4165,1587,4349,592,3781,457,4769,1162,1687,330,2466,1006,1732,2652,462,894,350,1725,973,4332,2728,330,1152,2404,2537,2607,4216,2403,1518,1557,3998,680,3283,3810,656,3664,1483,25,230,696,2295,3921,2151,4040,4052,1258,248,596,4524,1366,3102,2862,895,19,107
10/30/2024,4,2024,1E+11,817,0,3362,11,2,7,3712,1624,3657,3686,3620,2211,3337,428,390,3853,1826,44,1892,1114,3422,1697,4384,2717,844,2570,3440,2757,4608,4475,4827,608,3603,2950,3822,82,118,1235,4019,1157,2362,3056,2595,209,3258,1966,633,247,1581,4635,3945,1681,2648,1979,1898,1882,1545,159,2422,3534,1486,4780,4650,18,103
4/28/2024,12,2024,1E+11,72,36,2441,17,2,12,665,3314,1612,450,3837,4310,2769,708,4562,622,912,4017,3617,210,4822,1428,3686,376,289,4999,3410,4487,2808,2488,4874,2529,2084,751,1056,1209,4322,3863,3046,135,3337,2330,3529,2131,2119,1615,735,3565,4040,3780,1158,1336,1096,1059,130,1570,1215,2618,3422,1350,585,878,2913,19,75
3/4/2024,6,2024,1E+11,506,45,1160,8,4,5,3419,1727,4623,4274,4337,1859,192,3659,2014,3600,2094,1743,3915,762,2674,1481,4617,3683,3753,3692,3977,2836,962,4133,2718,4865,3135,999,4,3922,3816,1888,4753,893,4042,1453,2829,1431,3501,4604,566,4823,1278,1039,2694,2869,4403,3214,3301,1032,3973,4975,1140,55,1914,629,4087,11,99
7/28/2024,1,2024,1E+11,77,7,68,6,1,13,1122,1861,1821,4419,3304,4034,2686,4082,2623,735,3312,225,3957,1645,2389,4663,61,4979,2173,3232,1303,1620,1767,2271,2747,4071,1939,3718,4305,2479,3060,3478,2856,4519,4418,4342,3008,278,3950,2409,999,3886,820,629,4934,4251,420,2721,2008,1097,4797,162,4010,2639,1404,2414,2832,7,158
9/18/2024,9,2024,1E+11,714,34,3923,1,1,13,3429,699,717,1610,4744,4726,3101,4474,3985,922,2381,1365,3743,1628,631,1533,3108,3290,3309,3786,3320,1367,4869,3776,1699,204,4374,1911,812,3823,1779,1523,4825,1902,3313,3193,3704,3393,608,1902,3870,1699,28,1845,365,1357,4995,1467,2882,362,1535,3051,2932,2868,3366,532,181,5,38
4/30/2024,12,2024,1E+11,308,40,4800,2,3,5,3317,2633,4157,4052,528,4070,1888,2322,4923,4562,1105,3290,1905,4986,4984,3961,950,534,2538,583,4124,1527,1065,1237,3588,4499,3038,4133,571,3043,3426,537,3363,1249,2335,2907,1662,4329,1775,239,3557,696,4828,3387,3854,1498,2839,4488,554,2882,799,1599,719,3802,2778,4333,1007,14,158
7/23/2024,7,2024,1E+11,310,41,156,3,3,3,2317,4301,2420,2839,1700,27,3753,1012,2663,2366,2994,2341,823,2311,4963,2326,1162,3497,1951,1678,4181,339,3568,465,4430,4645,981,1121,3224,3791,267,3013,1135,338,4694,2223,2065,2925,3647,1348,2349,4699,2815,3795,2435,406,3318,1515,4392,1245,4962,1065,1815,2734,1930,2036,4552,2,45
5/3/2024,7,2024,1E+11,522,20,4508,19,2,3,4003,3153,600,2962,3848,673,2655,1928,1861,1181,4593,1945,1788,3561,1819,2167,1711,1180,802,4222,4475,1586,3485,2849,592,1938,164,3525,2884,437,3167,4490,917,960,3194,3669,2673,1936,2508,4408,4613,4942,2348,3485,3256,706,2265,2916,4889,4460,2172,4304,1334,426,1830,241,1072,18,43
2/21/2024,9,2024,1E+11,675,13,4033,2,2,13,3076,3936,2377,3781,2005,345,2965,3918,2732,4912,4278,2263,2896,2369,2809,1551,4043,1100,2575,3247,3529,3867,3224,4602,3063,3345,610,4488,918,287,3565,2486,3220,531,139,1,687,55,994,3010,1977,3939,3351,4146,3386,3407,4638,545,2225,3800,686,4374,1103,257,3389,2269,4152,3,15
6/23/2024,3,2024,1E+11,284,39,3312,15,4,13,3287,1902,1207,2720,553,1500,3515,2089,2858,132,3160,3240,199,3817,2791,3336,4255,2586,3249,1988,2791,2986,3588,4700,4207,4179,2263,3621,1547,2304,1512,3981,4499,4101,883,914,1537,2771,2441,2286,4625,3279,158,621,1385,4350,2933,3131,4983,3709,876,2914,1113,2012,741,3325,1514,7,124
3/31/2024,11,2024,1E+11,164,2,1035,0,2,9,1427,191,761,4318,4203,1593,2636,1829,4420,4466,4193,2125,1625,1367,1514,2320,856,387,2698,3016,3685,1878,2687,3173,2589,1511,1101,749,1602,3347,454,1969,4918,1362,2692,3729,893,207,2123,2492,918,3558,1046,4797,302,391,4675,3059,3327,3842,1588,4256,1142,3791,2558,661,4387,13,117
8/2/2024,9,2024,1E+11,171,1,1094,4,2,2,142,414,4956,2029,1434,1318,1468,680,852,2531,3830,3230,2905,918,3972,3012,3872,4373,628,237,873,3386,627,2300,4241,993,1684,1869,998,3781,2969,1471,4208,3445,3710,483,2723,1329,2979,263,2856,721,598,4785,318,3425,2197,3667,254,1375,3455,2839,3468,2534,2737,119,3822,2,189
12/23/2024,11,2024,1E+11,42,43,4798,19,3,1,2867,272,4530,4180,3626,2273,2369,4879,414,27,2070,216,3827,4205,1286,4544,3350,2058,1800,2781,1422,2846,4321,1647,1334,1039,73,1009,4002,2356,2770,2270,2324,4178,2017,4673,268,1543,4462,1412,4218,212,1118,975,2653,1682,954,3116,1715,1100,2723,387,2650,1269,2706,1203,1483,16,115
6/28/2024,8,2024,1E+11,436,2,4330,14,4,10,871,1558,4764,4264,4938,3260,548,1585,361,3843,4229,4091,452,628,2502,3614,2991,119,4037,4747,4771,2248,4251,1246,3142,986,1544,4411,4307,240,3926,4898,2818,4282,4365,4093,215,2690,4438,1782,4635,4956,3068,2847,454,560,393,1539,2185,760,2862,3461,1274,1323,3623,3778,1023,9,154
9/20/2024,7,2024,1E+11,937,37,2426,7,3,7,1736,1784,2515,385,3007,4883,433,3585,4217,3028,46,2281,3462,3238,4518,2957,4417,4844,356,908,4810,4228,387,3649,4740,1805,2833,3769,4809,570,3564,4605,2576,2495,1185,1001,4509,2163,2416,206,3883,4615,1887,4025,2043,4299,2033,801,2656,1654,1014,2156,2793,810,1629,1664,3279,12,50
9/1/2024,11,2024,1E+11,515,41,684,13,4,8,971,411,3577,4234,2206,4385,1845,4101,2237,1166,536,2876,257,2768,3617,526,927,1329,3641,3331,4874,3861,2271,2433,1989,2589,743,4320,3554,1156,1431,4466,1103,1232,4676,2483,2857,3897,3555,3112,3576,3444,3937,1058,1174,3026,2036,4777,604,1785,2385,4612,253,3403,2469,1970,1512,13,78
7/9/2024,10,2024,1E+11,153,32,3610,12,2,12,3854,4227,4470,77,2089,3334,3339,2694,75,181,2153,3879,1381,4325,2937,4312,981,4511,4173,3237,1132,4196,139,2122,1528,2153,4325,1186,3057,1489,26,4370,665,4939,4787,1788,3496,564,3173,4072,4362,254,2442,1066,655,503,1717,649,3069,1295,2897,4985,2306,3861,702,4749,699,7,160
9/18/2024,7,2024,1E+11,457,39,111,12,3,14,3367,4020,1647,2027,2618,1554,2409,700,4083,1727,1685,360,3997,3216,3915,1768,2693,495,3920,188,3284,4530,3415,4331,1917,1984,3088,3467,4215,3376,237,1875,3546,2738,254,3599,2099,3792,469,1612,2410,720,437,3684,3359,3957,3256,968,4713,3026,739,3217,2406,1687,4625,2987,2038,14,89
8/24/2024,10,2024,1E+11,22,49,3771,8,3,9,1546,1585,4229,1408,2090,2746,514,4547,3548,2608,1778,1114,442,2746,3782,2342,3849,3912,4286,296,4286,595,1488,2979,3456,2384,3273,3780,37,1566,1668,3267,3705,3003,3026,627,65,3467,4156,4682,661,4764,2480,871,2639,1796,4865,3226,3675,654,701,44,4681,657,2786,3545,2004,1,20
4/25/2024,5,2024,1E+11,908,30,1455,15,3,14,312,2135,2656,1766,1198,4883,4162,4260,4264,1811,3276,3549,1445,3173,2004,4804,4044,577,3091,1166,3603,4203,1965,4656,3678,207,2253,693,123,421,2068,3086,4591,4056,657,4809,3411,4915,1786,794,418,3607,4377,4635,4625,904,306,2020,3701,1822,4983,4709,2566,2260,4201,2871,2427,18,12
7/8/2024,3,2024,1E+11,552,48,2137,5,1,2,2756,4904,1415,2315,4502,2494,1871,1920,532,1613,2018,3070,2598,2503,4794,2100,544,1088,2992,336,3929,2024,4467,3752,4302,409,2026,1297,1689,4167,1921,4695,605,2052,3594,3526,1110,2841,1172,147,4005,2189,3770,4629,1283,3868,179,1485,4175,1666,2030,3649,1259,314,3359,4468,2037,5,29
7/11/2024,9,2024,1E+11,650,0,4152,9,1,2,1875,3840,4863,2198,4458,3714,3017,2201,78,3687,1444,220,495,692,4575,4681,1801,3783,1909,4389,4778,3470,66,2972,1973,358,4393,4360,331,4307,2544,1991,4510,403,4991,1792,4552,4452,1381,3160,3132,4687,524,2784,3402,1564,4705,328,21,4237,1097,4768,1544,359,2040,877,2526,3,172
6/14/2024,7,2024,1E+11,945,28,50,18,1,14,581,1040,4338,3470,3974,3450,1385,1452,2827,3321,454,4462,2109,4195,83,631,4562,1181,588,2218,2568,1889,405,4675,1120,3056,1772,91,450,3463,1527,1918,258,4093,1088,2762,1587,2730,3431,3325,1090,4744,4335,1438,2574,1303,4924,3072,4260,312,2566,3006,2333,4975,1854,3752,3485,2,62
8/7/2024,11,2024,1E+11,470,31,4750,7,4,1,1841,4728,2020,4491,1159,607,2855,4066,3357,2616,15,4532,3246,3738,4905,833,2075,4724,4105,3292,95,2460,3591,1558,2612,3815,2684,1984,3411,3826,1057,658,251,2718,501,635,4269,4184,498,3226,2699,3606,4128,2353,2117,3169,2220,3172,825,4797,1118,4385,3997,522,4568,1211,2921,3,159
5/14/2024,8,2024,1E+11,453,21,3092,4,1,6,797,4123,2240,795,909,3425,129,3478,2650,57,3598,1165,2113,4124,3818,3404,537,1435,3680,4781,3569,3800,1978,3993,3445,601,2098,1034,2994,2875,1738,4486,4347,1322,4180,3266,2326,2194,4500,1101,1619,623,2190,581,4009,2854,2210,1959,717,3582,2296,2370,3978,1781,4573,2469,813,4,67
7/8/2024,10,2024,1E+11,635,9,3515,18,4,1,217,4497,1018,4872,4911,3380,2521,3115,1042,3893,3592,585,4004,1358,1589,1192,630,4696,480,3204,1491,544,1506,3071,2713,4043,3261,2222,834,198,1371,1588,955,2763,1699,4209,4133,526,3101,3887,3315,2342,479,196,4223,2847,98,1122,3967,269,2298,1249,2067,65,3044,1420,2263,2,134
12/22/2024,11,2024,1E+11,170,40,3188,3,2,2,2630,1810,3023,3510,882,1284,3354,1570,1966,1023,2648,108,3254,2490,4994,2546,3025,3445,4525,2531,458,3758,325,3084,3454,539,274,4351,1583,3141,163,3165,2457,4705,298,708,236,159,4669,3076,1775,380,3327,2663,2860,2368,3675,2580,3415,4135,2487,3717,3875,1133,657,1866,3868,7,107
8/16/2024,11,2024,1E+11,712,27,1392,11,2,5,3399,2978,3808,464,1018,1668,4311,3908,637,4191,3623,4300,2837,4422,3409,679,3117,4838,870,4583,3675,3429,3105,1390,2460,3866,3515,3396,3479,4376,689,3694,1526,1139,3504,3585,1969,1654,2406,3821,4606,1825,4346,2853,838,4327,905,4888,1194,3398,4731,2564,308,1290,4660,1986,4860,6,167
8/31/2024,11,2024,1E+11,358,28,819,9,1,4,4758,1442,2630,3914,4086,1201,1470,418,1861,4532,4954,815,906,319,2892,2382,1512,528,2884,140,4774,4427,1573,4456,3679,2407,2899,2368,1135,1324,2541,2804,680,4638,1540,510,2777,4663,1692,857,4479,754,1223,2775,556,2022,361,2938,1980,1679,3658,4920,2128,4611,738,1765,231,19,69
7/8/2024,8,2024,1E+11,23,20,2233,4,4,14,3077,787,1803,651,3594,480,4421,2862,3033,2025,2469,629,1796,2935,3259,4655,3112,3246,2661,3635,4011,692,3995,2669,520,1171,2559,2628,804,4194,2741,2492,4039,4469,4159,4005,647,3045,117,654,1351,632,693,2759,2987,2326,2248,2071,3497,3267,1986,3206,3993,3973,4434,3766,1316,15,174
1/16/2024,2,2024,1E+11,582,34,3476,6,1,11,2804,1435,3817,1943,2797,1151,1051,4393,936,3625,1633,96,3438,472,1010,94,2408,1166,2143,3606,227,1871,1743,4603,4241,87,3161,1497,9,719,2540,3016,2510,2690,4825,4915,2891,2225,4139,522,4514,3272,3293,3214,1675,1269,99,4423,3369,258,3378,3260,2446,1351,4050,3315,2339,4,100
8/16/2024,2,2024,1E+11,35,1,2758,3,2,10,4730,878,647,549,3002,1631,3138,3120,1872,327,3874,1934,939,3083,3107,2876,3591,3571,3551,3333,2917,199,3978,2191,989,2108,3663,640,3957,3392,4918,2195,1634,4969,3188,915,3323,3524,122,1615,3420,2555,3259,1400,1791,3457,4681,1750,1976,3693,4977,1950,1616,3343,3688,3027,4553,2,49
11/2/2024,3,2024,1E+11,888,35,3233,17,1,12,162,4663,4939,380,3380,611,4502,297,3973,4607,1447,1400,37,575,1305,2460,4573,2329,475,2084,3610,2890,1916,767,2121,588,1221,269,1861,2206,1685,3798,401,3207,3640,986,1971,4803,544,847,3269,3716,1554,1605,1389,3430,4930,4928,2607,4755,3292,1774,1351,4161,4528,4308,252,14,40
4/12/2024,10,2024,1E+11,821,33,304,19,2,13,2737,2503,2275,82,4726,2530,773,4755,2662,3089,4116,2573,769,4107,3964,1404,2859,2731,4572,3066,4386,3910,828,2259,3461,555,4656,3062,1369,2578,719,4736,159,1068,1325,3677,179,350,4458,1176,2549,4299,855,1856,2672,3224,2400,2324,3129,3294,2579,4907,4346,4955,2043,3677,1247,5,130
8/21/2024,1,2024,1E+11,944,37,774,0,4,9,1464,2634,3778,4852,3047,2329,2210,2124,3571,3602,2566,3462,311,785,2147,3181,1356,1891,3270,2006,1681,1537,760,3180,3645,3583,2272,4945,1831,534,3363,925,1718,2507,501,519,535,1195,2141,2887,96,2411,3816,4937,3143,2582,1374,1329,201,1534,188,3070,4861,3811,2780,1947,1521,7,133
7/16/2024,10,2024,1E+11,532,48,3364,3,1,11,3523,2923,3,2006,3910,4727,3866,896,4323,3182,1750,1365,267,4033,1263,1693,2398,1261,2470,413,4709,902,854,3124,2490,2511,665,3846,4922,1510,2993,1630,2661,1701,236,872,2901,1508,965,4096,176,2106,1774,3169,2560,802,59,2659,2511,1197,2509,1386,3243,1911,1374,585,1587,9,148
6/18/2024,10,2024,1E+11,334,25,2638,0,4,10,2763,4023,3763,3641,1799,1236,2433,4104,1808,3727,4028,218,1163,660,3694,2892,2836,4984,552,3931,2924,3706,1110,35,3753,3259,1236,2926,4983,4712,1251,4942,226,4971,1720,3999,4654,3709,1054,2564,4792,1620,4381,2490,4471,28,2052,178,243,2988,1150,4964,4922,3132,2979,4557,252,16,181
12/4/2024,2,2024,1E+11,918,8,1899,18,3,7,4744,1312,1937,3575,1821,1442,2237,1765,614,1573,1153,2775,753,2351,4303,3830,3964,1114,3036,2034,715,1235,4431,4455,4503,2734,3981,4944,4976,2312,3840,911,4240,4832,4153,3813,327,3942,3854,2308,595,162,1920,413,3142,313,4788,1970,1937,494,1719,4916,1418,1239,321,3654,3810,17,103
3/9/2024,7,2024,1E+11,176,2,3302,5,1,13,1898,1326,3877,2863,4357,2869,2464,3844,3129,2522,3605,415,1994,4,339,3533,911,41,3081,1821,4587,4700,1980,4126,1965,2283,1646,2587,637,3403,1483,4993,4551,3645,4248,399,4184,1889,1912,451,2590,1304,729,2497,4042,219,2305,3713,732,3737,2768,1317,13,4844,524,1190,4158,1,137
3/28/2024,1,2024,1E+11,760,43,2214,7,1,14,151,2512,1432,824,121,4296,4899,3673,2582,4163,3650,4480,4948,1736,2856,4831,546,1389,3862,793,100,752,4584,2773,2123,4673,4310,99,807,4669,2786,4286,2962,3259,290,1978,1267,921,4691,3049,3812,3325,4672,983,3576,997,4391,586,28,4296,3427,1482,454,4593,1453,2141,933,5,87
8/16/2024,5,2024,1E+11,210,44,1943,14,3,8,3201,3820,1533,4091,2686,3930,2270,2541,4724,4267,624,4872,3617,3703,2380,876,3874,4932,3841,4525,374,4995,3461,2489,4141,194,1013,3187,2796,4240,3127,883,286,4429,4976,3583,1781,566,1922,848,1048,3119,2717,4339,1145,4367,2357,3391,1359,3551,2392,4996,4751,75,2432,4378,2766,6,178
8/28/2024,2,2024,1E+11,706,47,3798,15,4,13,356,4064,4965,2180,46,1043,4286,2549,3908,4857,707,2182,1473,2241,4539,1970,186,4114,1601,1744,4135,63,2519,485,3369,2114,1201,3911,1952,257,4721,1536,323,2208,4041,725,4360,3134,2571,4029,3332,1431,2271,2538,2201,657,3685,4459,2610,754,721,1383,1259,1853,2191,2695,3774,8,157
7/21/2024,1,2024,1E+11,250,15,1366,2,3,8,4803,3766,1826,3819,4910,1009,1321,4600,425,1307,833,3368,246,298,1757,2637,1323,75,2223,632,4775,3497,364,1924,659,139,1872,4334,68,3191,2612,3628,2513,1667,1647,2608,26,504,1406,4099,3380,1219,3130,292,417,1555,1483,2878,4542,1562,1401,812,2026,2655,618,3098,2923,9,47
9/12/2024,9,2024,1E+11,496,21,2607,7,4,12,605,3070,3515,334,3657,3587,2925,1973,1734,1591,2145,2072,3456,1494,2192,754,1874,3904,4106,3636,431,2116,4326,2012,1084,826,2743,1835,2287,4203,2310,1062,179,3240,2393,3848,2784,2118,226,1111,3213,1868,1832,2197,4467,4560,1358,4915,3936,3158,3058,492,3640,3741,3636,4054,4499,18,196
1/10/2024,9,2024,1E+11,298,16,1601,11,1,2,2411,2199,2596,2923,4055,2044,2855,3531,4609,1068,844,1019,1035,1088,3645,1089,3908,3527,3442,3612,2069,2957,1666,3456,1403,2335,1081,3848,2707,2691,3343,2835,76,171,4488,3865,4339,1320,1954,3459,4006,2616,27,1726,2705,3849,2091,1368,4925,1403,3787,185,177,1185,4367,640,66,10,25
12/30/2024,11,2024,1E+11,524,49,4160,7,1,2,270,4929,1713,2729,745,835,2290,641,2552,144,3434,571,4048,736,496,1584,1400,3667,281,4344,2978,4740,4104,1035,2133,3486,3791,809,4432,2675,1229,4686,899,1313,4443,1086,108,131,3536,2385,1673,2550,3794,4187,3862,459,503,1992,2334,1724,2047,3759,2680,114,2329,4627,3723,15,164
3/24/2024,1,2024,1E+11,910,35,4012,2,1,6,1578,3111,1931,1515,441,4363,4117,490,4887,745,3543,4785,558,1939,4923,2739,3875,1068,3822,4026,4520,2616,3668,4688,1286,4202,4266,2328,3316,1340,4422,1566,1201,2651,4176,2098,4059,2509,2163,3903,3694,663,3176,892,4477,633,1345,816,2493,1887,1546,1981,3065,2978,2557,2977,1275,17,142
5/10/2024,5,2024,1E+11,845,22,636,17,2,6,4184,3285,2586,4488,191,1385,3642,3669,1154,1937,783,2534,2075,4287,3335,769,3049,14,4863,2280,2497,3850,1266,3006,3592,3717,2412,4810,2951,1876,4298,4664,4664,1222,4008,4571,2070,2465,2887,214,3478,2197,1674,800,1142,688,717,3714,587,3035,1244,3978,4549,1970,1255,2886,918,5,144
1/31/2024,2,2024,1E+11,247,19,4814,5,3,1,652,1846,4474,3188,558,4798,1393,275,833,2530,1263,712,3228,3711,121,3411,2761,4579,2336,2374,3828,4966,3759,4885,3408,3872,2364,4049,4637,4467,3009,2162,3391,1883,2187,1009,3070,535,1920,4797,1577,26,517,1286,908,4183,3521,3432,4894,2727,1897,3472,1569,4380,3533,2472,4668,12,159
2/10/2024,6,2024,1E+11,231,31,1652,10,2,2,4672,4613,2842,650,1829,4297,4185,4471,4717,2402,828,4325,369,3297,1947,1482,1246,4064,409,2566,3940,1179,1865,697,1482,2063,56,4724,1396,3004,3861,3730,3541,4274,4931,2048,199,3576,590,2613,1256,325,4253,2985,1070,4167,1889,3037,4403,2852,494,4456,318,3925,817,2370,4562,6,67
12/19/2024,7,2024,1E+11,686,32,1680,17,3,8,1773,1141,527,2973,4166,4320,3177,322,1451,4092,3900,2305,738,1723,3222,3234,3900,2341,4070,2832,3828,2659,2962,4683,4132,2781,163,4309,1396,4111,2547,557,3600,4067,4233,3741,70,4079,2216,591,2339,3949,1260,3949,4316,4458,460,4974,2152,4310,1843,2334,2073,3320,3725,3008,2735,15,70
9/24/2024,12,2024,1E+11,673,39,657,9,1,6,1120,1823,1246,1809,1768,3346,1540,4692,3236,2798,4139,713,4863,4133,4525,3895,3510,1141,2227,1305,1432,1106,1508,4378,1145,1359,141,1416,2909,2126,261,1299,2626,3075,4035,3073,4025,3424,769,2070,3418,3264,2144,2454,1156,1232,2984,2716,1722,2823,481,877,974,862,3470,3169,4617,19,196
8/13/2024,8,2024,1E+11,771,41,1417,11,2,2,4518,145,2858,3749,3017,3439,4672,2412,166,3873,3266,3787,4173,4295,4212,2056,2741,2617,3257,4412,3658,877,4109,3397,868,3762,3208,2298,2926,1853,4027,4984,463,4110,752,4307,1322,1434,1665,4394,221,1015,232,4802,1926,487,158,4535,3422,1548,2102,4722,1044,2974,607,3980,3706,14,78
7/8/2024,12,2024,1E+11,98,13,498,1,4,8,1583,2658,1606,4682,1680,3727,4281,4536,2932,2723,376,3724,1985,1480,3386,1452,625,1631,4766,187,1229,2630,3145,1567,3170,2805,3537,2144,4149,2990,2401,3129,4681,1433,2970,1067,3638,2235,3912,991,2433,2013,3133,851,3514,3944,416,4983,4679,2368,1403,82,2420,3301,1914,1268,1069,17,41
